,name,code,product,kind,date,month,represent,region
756, 그리티,204020,봉제의복 제조업,"내의(원더브라, 플레이텍스, 미싱도로시, 르페)",2018-07-23,12월,문영우,서울특별시
757, 알로이스,297570,통신 및 방송 장비 제조업,안드로이드 OTT 멀티미디어 디바이스,2018-07-20,12월,권충식,경기도
758, 올릭스,226950,자연과학 및 공학 연구개발업,siRNA 신약 개발,2018-07-18,12월,이동기,경기도
759, 테크트랜스,258050,기타 금속 가공제품 제조업,비철금속표면처리장비 및 솔루션,2018-07-13,12월,유재인,경상북도
760, 효성중공업,298040,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",-,2018-07-13,12월,우태희,서울특별시
761, 효성첨단소재,298050,화학섬유 제조업,PET타이어코드,2018-07-13,12월,조용수,서울특별시
762, 효성티앤씨,298020,화학섬유 제조업,"섬유, 산업자재, 화학, 중공업, 건설, 무역,금융 등",2018-07-13,12월,김치형,서울특별시
763, 효성화학,298000,기초 화학물질 제조업,-,2018-07-13,12월,이건종,서울특별시
764, 아이큐어,175250,의약품 제조업,"플라스타, 의약 및 의약외품 패취등, 마스크팩, 화장품 기초라인",2018-07-12,12월,이영석,서울특별시
765, SV인베스트먼트,289080,기타 금융업,중소/벤처기업 투자 및 육성,2018-07-06,03월,박성호..,서울특별시
766, 엘리비젼,276240,영상 및 음향기기 제조업,"디지털 사이니지, 키오스크 등",2018-07-05,12월,안덕근,인천광역시
767, 지앤이헬스케어,299480,기타 섬유제품 제조업,면생리대,2018-06-29,12월,장영민,경기도
768, 이리츠코크렙,088260,부동산 임대 및 공급업,부동산투자회사,2018-06-27,06월,김영규,서울특별시
769, EDGC,245620,자연과학 및 공학 연구개발업,유전체 분석 진단 서비스,2018-06-26,12월,대표이..,인천광역시
770, 에스엠비나,299670,봉제의복 제조업,여성의류,2018-06-25,12월,민상식,서울특별시
771, HDC현대산업개발,294870,건물 건설업,"외주주택, 자체공사, 일반건축, 토목 등",2018-06-12,12월,최익훈..,서울특별시
772, 카이노스메드,284620,자연과학 및 공학 연구개발업,기업인수합병,2018-06-08,12월,이기섭,경기도
773, 파워넷,037030,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",전력변환장치,2018-06-07,12월,김상우..,서울특별시
774, 현대사료,016790,동물용 사료 및 조제식품 제조업,"양계, 양돈 배합사료",2018-06-01,12월,한 도,충청남도
775, 세종메디칼,258830,의료용 기기 제조업,복강경수술용 투관침 등,2018-05-29,12월,김병성,경기도
776, 제노레이,122310,의료용 기기 제조업,의료용 방사선 진단기기,2018-05-28,12월,박병욱,경기도
777, 제이시스메디칼,287410,의료용 기기 제조업,미용의료기기,2018-05-08,12월,이재한,서울특별시
778, 에스제이켐,217910,기초 화학물질 제조업,"수처리응집제, 폴리프로필렌",2018-04-27,12월,배동수,전북특별자치도
779, JTC,JPN080,종합 소매업,"식품류, 생활용품류, 화장품류 (사후면세업)",2018-04-06,02월,구철모,일본
780, 네오셈,253590,특수 목적용 기계 제조업,반도체 검사장비 ,2018-04-04,12월,염동현,경기도
781, 케어랩스,263700,광고업,"헬스케어 미디어플랫폼, 헬스케어 디지털마케팅, 헬스케어 솔루션",2018-03-28,12월,신종현,서울특별시
782, 애경산업,018250,기타 화학제품 제조업,"Age 20's,루나,  트리오, 2080치약, 순샘, 제트 등",2018-03-22,12월,채동석..,서울특별시
783, 린드먼아시아,277070,신탁업 및 집합투자업,"투자조합, PEF 결성 및 투자",2018-03-14,12월,김진하,서울특별시
784, 오스테오닉,226400,의료용 기기 제조업,골접합 및 재건용 금속소재 및 생체복합재료 기반 임플란트,2018-02-22,12월,이동원,서울특별시
785, 엔지켐생명과학,183490,기초 의약물질 제조업,"EC-18(신약), 원료의약품",2018-02-21,12월,손기영,충청북도
786, 동구바이오제약,006620,의약품 제조업,"피부, 비뇨기과 완제의약품",2018-02-13,12월,조용준,서울특별시
787, 아시아종묘,154030,작물 재배업,종자,2018-02-12,09월,류경오,서울특별시
788, 알리코제약,260660,의료용품 및 기타 의약 관련제품 제조업,완제 의약품,2018-02-12,12월,이항구,서울특별시
789, 셀트리온,068270,기초 의약물질 제조업,"램시마, 트룩시마, 허쥬마",2018-02-09,12월,기우성..,인천광역시
790, 카페24,042000,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","쇼핑몰솔루션, 광고솔루션, 호스팅솔루션",2018-02-08,12월,이재석,서울특별시
791, 링크제니시스,219420,소프트웨어 개발 및 공급업,"반도체, 디스플레이, 자동화 S/W 및 시스템 테스트 자동화 솔루션 개발(XCOMPRO, XGEM, MAT)",2018-02-05,12월,정성우,경기도
792, 배럴,267790,봉제의복 제조업,래쉬가드 및 워터스포츠 등,2018-02-01,12월,박영준,서울특별시
793, SG,255220,기타 비금속 광물제품 제조업,"아스콘, 레미콘",2018-01-26,12월,박창호,인천광역시
794, 씨앤지하이테크,264660,특수 목적용 기계 제조업,"약액혼합공급장치, 화학약품재생장치",2018-01-25,12월,홍사문..,경기도
795, 쿠쿠홈시스,284740,개인 및 가정용품 임대업,"정수기, 공기청정기 등",2018-01-11,12월,구본학,경기도
796, SK케미칼,285130,합성고무 및 플라스틱 물질 제조업,"PETG 수지, PET 수지, 바이오디젤, 백신",2018-01-05,12월,"김철,..",경기도
797, 시스웍,269620,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","클린룸 제어시스템, BLDC모터, 공조장치 제어기 등",2017-12-26,12월,이종원,대전광역시
798, 디바이스이엔지,187870,특수 목적용 기계 제조업,OLED용 FM MASK 세정장비,2017-12-20,12월,최봉진..,충청남도
799, 씨알푸드,236030,"곡물가공품, 전분 및 전분제품 제조업","시리얼, 시리얼바",2017-12-14,12월,이상범,충청북도
800, 레이크머티리얼즈,281740,기타 화학제품 제조업,"LED, 반도체 소재 및 석유화학촉매",2017-12-12,12월,김진동,세종특별자치시
801, BGF리테일,282330,종합 소매업,체인화 편의점,2017-12-08,12월,민승배,서울특별시
802, 동양피스톤,092780,자동차용 엔진 및 자동차 제조업,자동차엔진용 피스톤,2017-12-08,12월,홍순겸,경기도
803, 진에어,272450,항공 여객 운송업,"여객, 화물 등 항공운송",2017-12-08,12월,박병률,서울특별시
804, 씨티케이,260930,기타 화학제품 제조업,완제 화장품 (색조 및 기초),2017-12-07,12월,정인용,서울특별시
805, 메카로,241770,반도체 제조업,반도체용 전구체 및 히터블록,2017-12-06,12월,이재정..,경기도
806, 에스트래픽,234300,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","교통관련 솔루션 개발, 시스템통합 S/W 개발",2017-12-05,12월,문찬종,경기도
807, 케이씨텍,281820,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","반도체, 디스플레이 제조 장비",2017-12-05,12월,양호근..,경기도
808, 체리부로,066360,"도축, 육류 가공 및 저장 처리업","육계, 사료",2017-12-04,12월,김강흥,충청북도
809, 대원,007680,건물 건설업,아파트 시행 및 시공,2017-12-01,12월,전응식..,충청북도
810, 비즈니스온,138580,소프트웨어 개발 및 공급업,전자세금계산서 발행서비스(스마트빌),2017-11-30,12월,라민상..,서울특별시
811, 동아타이어,282690,고무제품 제조업,타이어 및 튜브,2017-11-29,12월,김상헌..,경상남도
812, 삼양패키징,272550,플라스틱제품 제조업,PET 용기 및 아셉틱 OEM,2017-11-29,12월,김재홍,서울특별시
813, 스튜디오드래곤,253450,"영화, 비디오물, 방송프로그램 제작 및 배급업","드라마 제작, 판매",2017-11-24,12월,Jey..,서울특별시
814, 코오롱티슈진,USA120,기초 의약물질 제조업,골관절염 치료제,2017-11-06,12월,노문종,미국
815, EMB,278990,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","태양광ESS,휴대폰 액세서리",2017-10-31,12월,홍지태,경기도
816, 테이팩스,055490,플라스틱제품 제조업,"OCA, 2차전지용 테이프, 산업용 랩 등",2017-10-31,12월,김상구,경기도
817, 롯데웰푸드,280360,기타 식품 제조업,"껌,캔디,초코,비스켓,빙과",2017-10-30,12월,신동빈..,서울특별시
818, 탑선,180060,기타 전기장비 제조업,태양광 모듈,2017-10-27,12월,윤정택,전라남도
819, 영화테크,265560,자동차 신품 부품 제조업,자동차 정션박스 등,2017-10-26,12월,엄준형,충청남도
820, 폴라리스세원,234100,자동차 신품 부품 제조업,자동차 공조장치 부품,2017-10-20,12월,김영관,경기도
821, 상신전자,263810,전자부품 제조업,"노이즈필터(48.81%), 코일(19.33%), 리액터(10.75%)",2017-10-16,12월,김승천,경상남도
822, 야스,255440,특수 목적용 기계 제조업,"OLED 증착기, OLED 증착원",2017-09-29,12월,강경인,경기도
823, 인산가,277410,기타 식품 제조업,죽염 및 죽염응용식품,2017-09-29,12월,김윤세,경상남도
824, 휴엠앤씨,263920,그외 기타 제품 제조업,"유리용기, 화장용 스펀지, 퍼프",2017-09-28,12월,김준철,인천광역시
825, 신흥에스이씨,243840,일차전지 및 이차전지 제조업,"2차전지용 안전 부품(Cap Assembly, CID)",2017-09-27,12월,황만용,경기도
826, 유티아이,179900,전자부품 제조업,카메라 윈도우,2017-09-27,12월,박덕영,충청남도
827, 선익시스템,171090,특수 목적용 기계 제조업,OLED 증착장비,2017-09-20,12월,박재규..,경기도
828, 엠플러스,259630,특수 목적용 기계 제조업,이차전지 자동화 조립설비,2017-09-20,12월,김종성,충청북도
829, 앱클론,174900,의료용품 및 기타 의약 관련제품 제조업,항체의약품,2017-09-18,12월,이종서,서울특별시
830, 어스앤에어로스페이스,263540,"항공기,우주선 및 부품 제조업",도어시스템,2017-09-15,12월,조동우,경상남도
831, 펄어비스,263750,소프트웨어 개발 및 공급업,온라인게임 개발 서비스(검은사막),2017-09-14,12월,허진영,경기도
832, 케이피에스,256940,특수 목적용 기계 제조업,OLED  마스크 인장기,2017-09-06,12월,김하용,경기도
833, SK시그넷,260870,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",전기차 충전기,2017-08-30,12월,신정호,전라남도
834, 덕우전자,263600,전자부품 제조업,카메라 모듈 부품,2017-08-28,12월,이준용,경상북도
835, 지오릿에너지,270520,"건축기술, 엔지니어링 및 관련 기술 서비스업",지열냉난방시스템,2017-08-22,12월,유재훈..,경기도
836, 케일럼,258610,"구조용 금속제품, 탱크 및 증기발생기 제조업","지열발전설비, 항공기MRO, 항공부품제조",2017-08-22,12월,최연지,부산광역시
837, 알에스오토메이션,140670,전자부품 제조업,"모션제어기, 드라이브, 에너지제어장치",2017-08-11,12월,강덕현,경기도
838, 컬러레이,HKG240,기타 금융업,화장품용 진주광택안료,2017-08-10,12월,줘중비..,홍콩
839, 와이즈버즈,273060,광고업,광고대행,2017-08-07,12월,김종원,경기도
840, 모트렉스,118990,자동차 신품 부품 제조업,차량용 인포테인먼트,2017-08-04,12월,이형환,경기도
841, 데이타솔루션,263800,기계장비 및 관련 물품 도매업,"EMC스토리지, SPSS, SI",2017-08-03,12월,배복태..,서울특별시
842, 지니언스,263860,소프트웨어 개발 및 공급업,"네트워크 접근 제어 솔루션(NAC), 단말기반 지능형 위협 탐지 대응 솔루션(EDR)",2017-08-02,12월,이동범,경기도
843, 디앤씨미디어,263720,"서적, 잡지 및 기타 인쇄물 출판업",웹소설 콘텐츠,2017-08-01,12월,최원영,서울특별시
844, 루켄테크놀러지스,162120,기타 전기장비 제조업,Vertical Probe Card. Test Socket. Probe Station & Unit.,2017-07-25,12월,안윤태,경기도
845, 힘스,238490,특수 목적용 기계 제조업,"OLED Mask 인장기, OLED Mask 검사기 등",2017-07-20,12월,김주환,인천광역시
846, 제일약품,271980,의약품 제조업,의약품,2017-07-17,12월,성석제,서울특별시
847, 브이원텍,251630,특수 목적용 기계 제조업,"LCD/OLED 압흔검사기, 2차전지 검사장비",2017-07-13,12월,김선중,경기도
848, 아우딘퓨쳐스,227610,기타 화학제품 제조업,"기초화장품, 마스크팩 등",2017-07-12,12월,최영욱..,서울특별시
849, 이녹스첨단소재,272290,전자부품 제조업,"FPCB소재, 반도체 및 디스플레이 소재",2017-07-10,12월,장경호..,충청남도
850, 카카오,035720,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",인터넷 서비스(인터넷 광고),2017-07-10,12월,정신아,제주특별자치도
851, 오리온,271560,기타 식품 제조업,스낵 등 과자류,2017-07-07,12월,이승준,서울특별시
852, 하림지주,003380,기타 금융업,지주사업,2017-06-30,12월,김홍국,전북특별자치도
853, 덴티스,261200,의료용 기기 제조업,임플란트외,2017-06-26,12월,심기봉,대구광역시
854, 메디안디노스틱,233250,의료용품 및 기타 의약 관련제품 제조업,동물질병 체외진단키트 및 진단용 시약,2017-06-26,12월,오진식,강원특별자치도
855, 나인테크,267320,특수 목적용 기계 제조업,이차전지 제조 장비,2017-06-22,12월,박근노,경기도
856, 에스알바이오텍,270210,기타 화학제품 제조업,화장품 제조 및 유통,2017-06-15,12월,이소형,경기도
857, 뿌리깊은나무들,266170,"영화, 비디오물, 방송프로그램 제작 및 배급업",TV 드라마 등,2017-06-09,12월,이재원,서울특별시
858, 보라티알,250000,음·식료품 및 담배 도매업,"유가공품, 소스류, 파스타류",2017-06-08,12월,강민석..,서울특별시
859, 매일유업,267980,동·식물성 유지 및 낙농제품 제조업,"유제품(우유, 분유, 발효유, 치즈, 음료 등)",2017-06-05,12월,김선희..,서울특별시
860, LK삼양,225190,사진장비 및 광학기기 제조업,디지털 카메라용 교환렌즈,2017-06-02,12월,구본욱..,경상남도
861, 이랜시스,264850,전자부품 제조업,비데도어락부품,2017-06-01,12월,심재귀,인천광역시
862, 필옵틱스,161580,특수 목적용 기계 제조업,디스플레이 및 반도체 제조공정용 제작,2017-06-01,12월,한기수,경기도
863, 미원에스씨,268280,기초 화학물질 제조업,에너지경화수지,2017-05-22,12월,김형웅..,전북특별자치도
864, 경동도시가스,267290,연료용 가스 제조 및 배관공급업,도시가스,2017-05-12,12월,송재호..,울산광역시
865, 넷마블,251270,소프트웨어 개발 및 공급업,온라인·모바일 게임 소프트웨어 개발 및 공급,2017-05-12,12월,권영식..,서울특별시
866, HD현대,267250,기타 금융업,지주회사,2017-05-10,12월,권오갑..,경기도
867, HD현대건설기계,267270,일반 목적용 기계 제조업,"굴삭기, 지게차, 휠로더 등",2017-05-10,12월,최철곤,경기도
868, HD현대일렉트릭,267260,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","변압기, 고압차단기, 회전기, 배전반 등",2017-05-10,12월,조 석,경기도
869, 포인트엔지니어링,256630,기타 금속 가공제품 제조업,디스플레이 및 반도체 장비 부품,2017-05-02,12월,안범모..,충청남도
870, 하나머티리얼즈,166090,반도체 제조업,"실리콘부품, 세라믹부품, 특수가스",2017-04-28,12월,김현주,충청남도
871, 소프트캠프,258790,소프트웨어 개발 및 공급업,통합보안솔루션,2017-04-27,12월,배환국,경기도
872, 와이엠티,251370,기초 화학물질 제조업,"PCB, 반도체 및 디스플레이 제조용 화학소재 등",2017-04-27,12월,전성욱..,인천광역시
873, 파워풀엑스,266870,기타 화학제품 제조업,플렉스파워 리커버리크림,2017-04-24,12월,박인철,서울특별시
874, 크라운제과,264900,"떡, 빵 및 과자류 제조업","비스킷, 스낵, 당과",2017-04-11,12월,윤석빈,서울특별시
875, AP시스템,265520,특수 목적용 기계 제조업,디스플레이 제조 장비,2017-04-07,12월,김영주,경기도
876, 유에스티,263770,1차 철강 제조업,스테인레스강관,2017-04-06,12월,김종식,경상북도
877, 이엘피,063760,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",OLED 패널검사기 등,2017-04-06,12월,이재혁,경기도
878, 유비쿼스,264450,통신 및 방송 장비 제조업,"스위치, FTTH",2017-03-31,12월,이상근..,경기도
879, 서진시스템,178320,기타 전기장비 제조업,"통신장비부품,휴대폰부품(메탈케이스 등)",2017-03-27,12월,전동규,경기도
880, 코미코,183300,특수 목적용 기계 제조업,반도체 부품 세정 및 코팅,2017-03-23,12월,최용하,경기도
881, 아스타,246720,의료용품 및 기타 의약 관련제품 제조업,MALDI-TOF 질량분석기 기반 진단시스템,2017-03-20,12월,조응준..,경기도
882, 덴티움,145720,의료용 기기 제조업,치과용 기기 제조업,2017-03-15,12월,서승우..,경기도
883, 에스디생명공학,217480,기타 화학제품 제조업,"마스크팩, 기초화장품",2017-03-02,12월,김철,서울특별시
884, 신신제약,002800,의약품 제조업,파스류 (신신파스 아렉스 등),2017-02-28,12월,이병기,세종특별자치시
885, 에프엔에스테크,083500,특수 목적용 기계 제조업,"OLED, LCD 제조 공정 장비",2017-02-27,12월,김팔곤..,충청남도
886, 모바일어플라이언스,087260,소프트웨어 개발 및 공급업,"블랙박스, 내비게이션, HUD, ADAS",2017-02-24,12월,이재신,경기도
887, 피씨엘,241820,의료용품 및 기타 의약 관련제품 제조업,"다중 체외진단 제품, 플랫폼서비스",2017-02-23,12월,김소연,서울특별시
888, 호전실업,111110,봉제의복 제조업,스포츠웨어 및 아웃도어 웨어 OEM,2017-02-02,12월,박용철..,서울특별시
889, 서플러스글로벌,140070,기계장비 및 관련 물품 도매업,"반도체 제조용 장비, 유휴기계설비 도소매",2017-01-25,12월,김정웅,경기도
890, 유바이오로직스,206650,의약품 제조업,"경구용 콜레라 백신, 바이오의약품 수탁 연구 및 제조",2017-01-24,12월,백영옥,서울특별시
891, 도부마스크,227420,기타 전문 도매업, 1) 마스크 도소매업 2) MB필터 생산 및 도소매업,2016-12-28,12월,김일순,경기도
892, 한국비엔씨,256840,기초 의약물질 제조업,필러 등 생체재료의료물질 개발,2016-12-28,12월,최완규,대구광역시
893, DSC인베스트먼트,241520,신탁업 및 집합투자업,투자조합 결성 및 투자,2016-12-19,12월,윤건수,서울특별시
894, TS인베스트먼트,246690,신탁업 및 집합투자업,투자조합 결성 및 투자,2016-12-15,12월,"김웅,..",서울특별시
895, 셀젠텍,258250,소프트웨어 개발 및 공급업,"FOBI, C-Manager, S-Keeper",2016-12-13,12월,이세비..,충청북도
896, 피엠티,147760,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",반도체 검사용 프로브카드,2016-12-12,12월,조용호,충청남도
897, 바이오프로테크,199290,의료용 기기 제조업,심전도 측정용 전극 등 ,2016-12-08,12월,박익로..,강원특별자치도
898, 애니젠,196300,기초 의약물질 제조업,펩타이드 바이오소재 및 아미노산 펩타이드 신약,2016-12-07,12월,김재일,광주광역시
899, 유니온커뮤니티,203450,통신 및 방송 장비 제조업,지문인식출입통제기,2016-12-07,12월,신요식,서울특별시
900, 신라젠,215600,자연과학 및 공학 연구개발업,펙사벡(바이러스 항암면역치료제),2016-12-06,12월,김재경,서울특별시
901, 자비스,254120,특수 목적용 기계 제조업,자동엑스레이검사장비,2016-12-02,12월,김형철,경기도
902, 핸즈코퍼레이션,143210,자동차 신품 부품 제조업,자동차 알루미늄 휠,2016-12-02,12월,승현창,인천광역시
903, 티이엠씨씨엔에스,241790,특수 목적용 기계 제조업,"반도체 케미칼 및 특수가스, 반도체 장비",2016-12-01,12월,이동준,경기도
904, 퓨쳐켐,220100,의약품 제조업,"PET 방사성의약품, 자동합성장치, 합성시약 및 전구체",2016-12-01,12월,지대윤,서울특별시
905, 뉴파워프라즈마,144960,특수 목적용 기계 제조업,플라즈마 세정기(Remote Plasma Cleaning Generator),2016-11-30,12월,위순임,경기도
906, 엘앤케이바이오,156100,의료용 기기 제조업,척추 임플란트,2016-11-30,12월,강국진..,경기도
907, 에스엘테라퓨틱스,258540,자연과학 및 공학 연구개발업,"줄기세포치료제, 화장품, 전자의료기기 등",2016-11-29,12월,최종성,서울특별시
908, 핸디소프트,220180,소프트웨어 개발 및 공급업,"EKP, BPM, 네트워크장비",2016-11-24,12월,이준희,경기도
909, 두산밥캣,241560,특수 목적용 기계 제조업,"Compact Equipment, Heavy Equipment, Portable Power",2016-11-18,12월,스캇성..,경기도
910, 삼성바이오로직스,207940,기초 의약물질 제조업,바이오의약품,2016-11-10,12월,임존종..,인천광역시
911, 클리오,237880,기타 화학제품 제조업,"색조화장품, 기초화장품",2016-11-09,12월,한현옥,서울특별시
912, 오가닉티코스메틱,HKG200,기타 금융업,"유아용 화장품(클렌징, 여름용, 피부케어, 기능성 화장품)",2016-11-04,12월,채정망,홍콩
913, 얼라인드,238120,사진장비 및 광학기기 제조업,"자동세포카운팅시스템, 생체조직투명화시스템, 디지털세포이미징시스템",2016-11-03,12월,정연철,경기도
914, 세화피앤씨,252500,기타 화학제품 제조업,염모제  등,2016-11-02,12월,이훈구,충청북도
915, 굿센,243870,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","건설ERP, 내부통제솔루션, 공간관리솔루션, 소프트웨어 개발 및 공급 자문/ IT 컨설팅 外",2016-10-31,12월,박연정,서울특별시
916, 인크로스,216050,광고업,미디어렙서비스,2016-10-31,12월,손윤정,서울특별시
917, 에이치엘사이언스,239610,기타 식품 제조업,건강기능식품 등,2016-10-28,12월,이해연,경기도
918, 코스메카코리아,241710,기타 화학제품 제조업,"화장품 OEM, ODM",2016-10-28,12월,조임래..,충청북도
919, JW생명과학,234080,의약품 제조업,"기초수액, TPN, 특수수액, HEMO, 영양수액 등",2016-10-27,12월,함은경,충청남도
920, GRT,HKG210,기타 금융업,"광학필름, 포장필름",2016-10-25,06월,주영남,홍콩
921, 안지오랩,251280,자연과학 및 공학 연구개발업,신약개발 및 체지방 감소 건강기능식품,2016-10-25,12월,김민영,대전광역시
922, 골든센츄리,CYM160,기타 금융업,트랙터용 휠 및 타이어,2016-10-19,12월,송성일,케이맨 제도
923, 인텔리안테크,189300,통신 및 방송 장비 제조업,"위성통신 안테나, 해상용 위성방송 수신안테나",2016-10-18,12월,성상엽,경기도
924, 에이치시티,072990,기타 과학기술 서비스업,기술검사서비스,2016-10-17,12월,허 봉..,경기도
925, 잉글우드랩,USA110,기타 화학제품 제조업,화장품OEM·ODM,2016-10-14,12월,조현철,미국
926, 앤디포스,238090,플라스틱제품 제조업,"TSP용 양면 테이프, 윈도우 필름",2016-10-12,12월,조서용..,충청북도
927, 수산아이앤티,050960,소프트웨어 개발 및 공급업,"공유단말접속관리서비스, 보안솔루션 등",2016-10-11,12월,정은아,서울특별시
928, 미투온,201490,소프트웨어 개발 및 공급업,소셜 카지노 게임,2016-10-10,12월,손창욱,서울특별시
929, 화승엔터프라이즈,241590,신발 및 신발 부분품 제조업,,2016-10-04,12월,이계영,부산광역시
930, 예선테크,250930,플라스틱제품 제조업,기업인수합병,2016-09-29,12월,전춘섭,경기도
931, LS에코에너지,229640,기타 금융업,,2016-09-22,12월,이상호,서울특별시
932, 스타에스엠리츠,204210,부동산 임대 및 공급업,"호텔 부동산 취득, 관리, 개량 및 처분",2016-09-22,12월,장정성,서울특별시
933, 유니테크노,241690,자동차 신품 부품 제조업,"자동차 부품, 전기차 부품, 배터리 셀케이스, ESS 배터리 모듈, SBW 및 EPB, EPS 전동화 부품",2016-09-20,12월,이좌영..,부산광역시
934, 모비스,250060,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",핵융합 제어솔루션 및 스마트팩토리 통합솔루션,2016-09-08,12월,김지헌,경기도
935, 나무기술,242040,소프트웨어 개발 및 공급업,응용소프트웨어 개발 및 공급업,2016-09-07,12월,정철,서울특별시
936, 자이글,234920,가정용 기기 제조업,적외선 가열 조리기,2016-09-06,12월,이진희,서울특별시
937, 일동제약,249420,의약품 제조업,"아로나민, 후루마린, 큐란, 라비에트, 사미온 등",2016-08-31,12월,윤웅섭,서울특별시
938, 헝셩그룹,HKG160,기타 금융업,자회사 제품 : 아동용 완구 및 아동복 등,2016-08-18,12월,후이만..,홍콩
939, 샘표식품,248170,기타 식품 제조업,간장,2016-08-09,12월,박진선,서울특별시
940, 에코마케팅,230360,광고업,"온라인, 모바일 광고 종합대행업",2016-08-08,12월,김철웅..,서울특별시
941, 블루탑,191600,전자부품 제조업,,2016-08-05,12월,김상봉,인천광역시
942, 두올,016740,자동차 신품 부품 제조업,시트 커버 및 시트 원단,2016-07-29,12월,조인회..,서울특별시
943, 엔지스테크널러지,208860,소프트웨어 개발 및 공급업,"Nav-Link 솔루션, BringGo 어플리케이션 등",2016-07-28,12월,이민호,서울특별시
944, 우리손에프앤지,073560,"도축, 육류 가공 및 저장 처리업","양돈업, 도축업",2016-07-27,12월,조창현..,전라남도
945, 오건에코텍,212310,의료용 기기 제조업,척추용 임플란트 등,2016-07-26,12월,박정민..,경기도
946, 아이윈플러스,123010,전자부품 제조업,이미지센서 패키징,2016-07-20,12월,이준식,충청북도
947, 제노텍,066830,기타 화학제품 제조업,"원료의약품, 합성유전자, 체외진단 분석기용 시약",2016-07-18,12월,김재종,대전광역시
948, 동서,026960,음·식료품 및 담배 도매업,"식품 유통, 다류 및 연포장재 제조 등",2016-07-15,12월,김종원,서울특별시
949, 장원테크,174880,통신 및 방송 장비 제조업,스마트폰 및 태블릿PC Bracket,2016-07-15,12월,정유석,경상북도
950, 위니아,071460,가정용 기기 제조업,"김치냉장고, 에어컨, 냉장고, 에어가전, 세탁가전 등",2016-07-14,12월,김혁표,광주광역시
951, 한국자산신탁,123890,신탁업 및 집합투자업,"부동산 신탁 서비스, REITs",2016-07-13,12월,김규철,서울특별시
952, 한국토지신탁,034830,신탁업 및 집합투자업,부동산신탁 등,2016-07-11,12월,최윤성..,서울특별시
953, 모아라이프플러스,142760,자연과학 및 공학 연구개발업,"자궁경부상피이형증 치료제, 자궁경부전암 치료백신",2016-07-07,12월,한상진,경기도
954, 피앤씨테크,237750,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",배전자동화단말장치,2016-07-04,12월,조광식,경기도
955, 로스웰,HKG190,기타 금융업,"CAN Control Gateway, CAN기능모듈, BCM 차체제어모듈",2016-06-30,12월,저우샹..,홍콩
956, 씨앤에스링크,245450,통신 및 방송 장비 제조업,"내비게이션, LTE Router, 블랙박스",2016-06-24,12월,안상태,경기도
957, 해성디에스,195870,전자부품 제조업,반도체 패키지용 Substrate,2016-06-24,12월,조병학,경상남도
958, 에스티팜,237690,의약품 제조업,원료의약품,2016-06-23,12월,Sun..,경기도
959, 지씨셀,144510,"그외 기타 전문, 과학 및 기술 서비스업","세포치료제, 검체검사서비스, 제대혈은행",2016-06-23,12월,박제임..,경기도
960, 알엔투테크놀로지,148250,전자부품 제조업,"이동통신부품(커플러), 의료기기용기판, 파우더",2016-06-22,12월,이효종,경기도
961, 이비테크,208850,기타 전기장비 제조업,전자가속기 제조 및 전자선조사서비스,2016-06-22,12월,강원구,대전광역시
962, 이스트에이드,239340,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","줌닷컴, 뉴썸 등",2016-06-09,12월,김남현,서울특별시
963, 휴온스,243070,의약품 제조업,"전문의약품, 일반의약품",2016-06-03,12월,송수영..,경기도
964, 나눔테크,244880,의료용 기기 제조업,"자동심장충격기, 골밀도진단기",2016-06-01,12월,최무진,광주광역시
965, KC산업,112190,"시멘트, 석회, 플라스터 및 그 제품 제조업",철강보강콘크리트제품,2016-05-31,12월,이홍재..,경기도
966, 모나용평,070960,일반 및 생활 숙박시설 운영업,"리조트 운영, 콘도 분양",2016-05-27,12월,신달순..,강원특별자치도
967, 해태제과식품,101530,기타 식품 제조업,"홈런볼, 오예스, 맛동산, 부라보콘 등",2016-05-11,12월,신정훈..,충청남도
968, 원익IPS,240810,특수 목적용 기계 제조업,반도체 제조용 기계,2016-05-02,12월,Tae..,경기도
969, 로보쓰리에이아이,238500,"그외 기타 전문, 과학 및 기술 서비스업","모듈, 퍼스널 모빌리티기기",2016-04-20,12월,황용운,서울특별시
970, 레이언스,228850,의료용 기기 제조업,"TFT Detector, CMOS Detector, I/O Sensor",2016-04-11,12월,서재정,경기도
